INFO 2024-11-25 13:07:21,709 autoreload Watching for file changes with StatReloader
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1732094319.0897608
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/template/__init__.py first seen with mtime 1732094319.8306067
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/registry.py first seen with mtime 1732094319.7801468
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/signals.py first seen with mtime 1732094319.809201
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/ddl_references.py first seen with mtime 1732094319.7926357
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/timezone.py first seen with mtime 1732094319.8451657
DEBUG 2024-11-27 08:30:13,907 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/multiprocessing/__init__.py first seen with mtime 1712665886.0
DEBUG 2024-11-27 08:30:13,907 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/queues.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/views/main.py first seen with mtime 1732094319.3617346
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/sql/where.py first seen with mtime 1732094319.8145094
DEBUG 2024-11-27 08:30:13,907 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/contextlib.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/middleware/__init__.py first seen with mtime 1732094319.8290277
DEBUG 2024-11-27 08:30:13,907 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/uuid.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/files/base.py first seen with mtime 1732094319.7815835
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/fields/generated.py first seen with mtime 1732094319.8102252
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/sqlite3/client.py first seen with mtime 1732094319.8013039
DEBUG 2024-11-27 08:30:13,907 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/utils.py first seen with mtime 1732094319.7923577
DEBUG 2024-11-27 08:30:13,907 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/zipfile/__init__.py first seen with mtime 1712665887.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/schemas/utils.py first seen with mtime 1732094374.8730812
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/trsock.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/middleware/cache.py first seen with mtime 1732094319.8291988
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/admin.py first seen with mtime 1732094319.403809
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1732094319.4520628
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/tokens.py first seen with mtime 1732094319.4061666
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/charset_normalizer/legacy.py first seen with mtime 1732179223.978422
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/_adapters.py first seen with mtime 1712665886.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/multiprocessing/process.py first seen with mtime 1712665886.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/events.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/tasks.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/myproject/myproject/settings.py first seen with mtime 1732692812.3863351
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/base_tasks.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/translation.py first seen with mtime 1732094319.7803764
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/files.py first seen with mtime 1732094319.7797387
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/postgres/forms/array.py first seen with mtime 1732094319.6288788
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/urls/__init__.py first seen with mtime 1732094319.8380032
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/template/loaders/filesystem.py first seen with mtime 1732094319.8351173
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/postgres/search.py first seen with mtime 1732094319.6265907
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/decimal.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/functions/__init__.py first seen with mtime 1732094319.811889
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1732094319.6963136
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/middleware.py first seen with mtime 1732094319.4054077
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/asgiref/sync.py first seen with mtime 1732094319.1199872
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1732094319.7757173
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1732094319.7748854
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/concurrent/futures/_base.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/fields.py first seen with mtime 1732094374.8506818
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/log.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/locks.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/validators.py first seen with mtime 1732094319.4064152
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/files/images.py first seen with mtime 1732094319.7817092
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/handlers/asgi.py first seen with mtime 1732094319.7836657
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/_opcode.cpython-312-darwin.so first seen with mtime 1712666328.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/checks.py first seen with mtime 1732094319.4043553
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/reprlib.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/__init__.py first seen with mtime 1712665886.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/views/generic/list.py first seen with mtime 1732094319.8494177
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/management/base.py first seen with mtime 1732094319.7859564
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/charset_normalizer/constant.py first seen with mtime 1732179223.9799728
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/idna/package_data.py first seen with mtime 1732179223.9093814
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/reverse.py first seen with mtime 1732094374.853026
DEBUG 2024-11-27 08:30:13,908 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/zoneinfo/_common.py first seen with mtime 1712665887.0
DEBUG 2024-11-27 08:30:13,908 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/decorators.py first seen with mtime 1732094374.8499837
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/mime/message.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1732094319.4531014
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/idna/intranges.py first seen with mtime 1732179223.9092717
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/sites.py first seen with mtime 1732094319.2458203
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pprint.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/unicodedata.cpython-312-darwin.so first seen with mtime 1712666339.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/messages.py first seen with mtime 1732094319.7798684
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/util/url.py first seen with mtime 1732179223.8163033
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/util/ssl_match_hostname.py first seen with mtime 1732179223.8157697
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/sqlparse/tokens.py first seen with mtime 1732094319.0886936
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/forms/__init__.py first seen with mtime 1732094319.8151245
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py first seen with mtime 1712665886.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/string.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/__future__.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/_lzma.cpython-312-darwin.so first seen with mtime 1712666327.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/shutil.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/handlers/base.py first seen with mtime 1732094319.7838292
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/sql/constants.py first seen with mtime 1732094319.8134606
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/hashers.py first seen with mtime 1732094319.405253
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/views.py first seen with mtime 1732094319.4065883
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/math.cpython-312-darwin.so first seen with mtime 1712666336.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/wsgi.py first seen with mtime 1732094319.7775486
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/types.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/html/parser.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/management/__init__.py first seen with mtime 1732094319.7857351
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/fields/related.py first seen with mtime 1732094319.8110366
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/template/library.py first seen with mtime 1732094319.8325686
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/util/ssltransport.py first seen with mtime 1732179223.8159368
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/utils/urls.py first seen with mtime 1732094374.8987975
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/postgres/forms/hstore.py first seen with mtime 1732094319.629
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/myproject/appointments/views.py first seen with mtime 1732696208.2365499
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/constants.py first seen with mtime 1732094319.8064342
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/deprecation.py first seen with mtime 1732094319.841431
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/bisect.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1732094319.4522078
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/staggered.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/sqlite3/schema.py first seen with mtime 1732094319.802175
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/__init__.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/manager.py first seen with mtime 1732094319.8080091
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1732094319.360989
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/apps.py first seen with mtime 1732094374.8493133
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/_compat_pickle.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,909 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/__init__.py first seen with mtime 1732094319.403625
DEBUG 2024-11-27 08:30:13,909 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/_functools.py first seen with mtime 1712665886.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/template/base.py first seen with mtime 1732094319.8310773
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/urls/resolvers.py first seen with mtime 1732094319.8387475
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/serializers.py first seen with mtime 1732094374.8535762
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/sqlparse/__init__.py first seen with mtime 1732094319.0872688
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/_zoneinfo.cpython-312-darwin.so first seen with mtime 1712666335.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/fractions.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/response.py first seen with mtime 1732094374.8528938
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/termios.cpython-312-darwin.so first seen with mtime 1712666338.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/encodings/utf_8.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/idna/idnadata.py first seen with mtime 1732179223.9091244
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/checks.py first seen with mtime 1732094374.849655
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/parsers.py first seen with mtime 1732094374.8519328
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/certifi/core.py first seen with mtime 1732179224.0083592
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/requests/sessions.py first seen with mtime 1732179224.0717175
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/select.cpython-312-darwin.so first seen with mtime 1712666338.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/charset_normalizer/cd.py first seen with mtime 1732179223.981571
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/requests/compat.py first seen with mtime 1732179224.0704262
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/_multibytecodec.cpython-312-darwin.so first seen with mtime 1712666327.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/management/color.py first seen with mtime 1732094319.7860987
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/management/commands/__init__.py first seen with mtime 1732094319.786686
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/functools.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/__init__.py first seen with mtime 1732094319.8056667
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/datetime.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_constants.py first seen with mtime 1712665886.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/dates.py first seen with mtime 1732094319.8409376
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/queue.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/heapq.py first seen with mtime 1712665884.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/utils/__init__.py first seen with mtime 1732094374.8970656
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/templatetags/rest_framework.py first seen with mtime 1732094374.8969607
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/_policybase.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/parser.py first seen with mtime 1712665885.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/__init__.py first seen with mtime 1732094319.7792554
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/datastructures.py first seen with mtime 1732094319.8404562
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/caches.py first seen with mtime 1732094319.7795131
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/myproject/appointments/urls.py first seen with mtime 1732537262.2099319
DEBUG 2024-11-27 08:30:13,910 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/_statistics.cpython-312-darwin.so first seen with mtime 1712666331.0
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/utils/timezone.py first seen with mtime 1732094374.8986697
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/metadata.py first seen with mtime 1732094374.8512342
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/urls/exceptions.py first seen with mtime 1732094319.8385222
DEBUG 2024-11-27 08:30:13,910 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/mail/utils.py first seen with mtime 1732094319.784597
